timestamp,symbol,strategy,entry_price,portfolio_balance,max_single_position_allowed,max_total_exposure_allowed,current_total_exposure,calculated_quantity,calculated_notional,buffered_max_notional,block_reason
2025-12-05T12:42:56.500Z,RUNEUSD,mean_reversion,0.6606599999999999,32000,4800,8000,0,0,87360.0000000008,4656,MAX_POSITION
2025-12-05T12:42:57.064Z,ADA/USDT,vwap_pullback,0.43131087999999995,32000,4800,8000,0,10794.997798339797,4656,4656,PASS
2025-12-05T12:42:57.135Z,XXRPZEUR,mean_reversion,1.7824106299999998,32000,4800,8000,0,0,87360.00000000096,4656,MAX_POSITION
2025-12-05T12:42:57.489Z,SOSOUSD,mean_reversion,0.6010004,32000,4800,8000,0,0,87360.0000000006,4656,MAX_POSITION
2025-12-05T12:42:57.584Z,EWTUSD,mean_reversion,0.6936929999999999,32000,4800,8000,0,0,87360.00000000073,4656,MAX_POSITION
2025-12-05T12:42:58.330Z,XRPGBP,mean_reversion,1.5537321799999997,32000,4800,8000,0,0,87360.00000000146,4656,MAX_POSITION
2025-12-05T12:42:58.359Z,AERO/USD,vwap_pullback,0.6828822,32000,4800,8000,0,6818.159852460644,4656,4656,PASS
2025-12-05T12:42:58.584Z,FORTHUSD,mean_reversion,1.7327309999999998,32000,4800,8000,0,0,87360.00000000163,4656,MAX_POSITION
2025-12-05T12:42:58.803Z,TONEUR,mean_reversion,1.3643629999999998,32000,4800,8000,0,0,87360.00000000109,4656,MAX_POSITION
2025-12-05T12:42:59.588Z,XRPRLUSD,mean_reversion,2.07519312,32000,4800,8000,0,0,87359.9999999996,4656,MAX_POSITION
2025-12-05T12:42:59.889Z,FXSUSD,mean_reversion,0.805805,32000,4800,8000,0,0,87360.00000000052,4656,MAX_POSITION
2025-12-05T12:43:00.398Z,TONUSD,mean_reversion,1.5865849999999997,32000,4800,8000,0,0,87360.00000000176,4656,MAX_POSITION
2025-12-05T12:43:00.633Z,XRPUSDT,mean_reversion,2.0707887199999995,32000,4800,8000,0,0,87360.00000000068,4656,MAX_POSITION
2025-12-05T12:43:00.993Z,KSMUSD,mean_reversion,8.448439999999998,32000,4800,8000,0,0,87360.00000000099,4656,MAX_POSITION
2025-12-05T12:43:01.061Z,TIA/USD,vwap_pullback,0.6149142999999999,32000,4800,8000,0,7571.786832734254,4656,4656,PASS
2025-12-05T12:43:01.625Z,XTZEUR,mean_reversion,0.41901859999999996,32000,4800,8000,0,0,87360.00000000077,4656,MAX_POSITION
2025-12-05T12:43:02.023Z,LINKEUR,vwap_pullback,12.059677629999998,32000,4800,8000,0,0,47894.38336298224,4656,MAX_POSITION
2025-12-05T12:43:02.115Z,TRUMPUSD,mean_reversion,5.884878999999999,32000,4800,8000,0,0,87360.00000000077,4656,MAX_POSITION
2025-12-05T12:43:03.114Z,LINKUSD,vwap_pullback,14.032188169999998,32000,4800,8000,0,0,93824.08921563855,4656,MAX_POSITION
2025-12-05T12:43:03.436Z,XTZUSD,mean_reversion,0.48888839999999995,32000,4800,8000,0,0,87360.0000000009,4656,MAX_POSITION
2025-12-05T12:43:03.853Z,ONDO/USD,vwap_pullback,0.4800295499999999,32000,4800,8000,0,9699.40288051017,4656,4656,PASS
2025-12-05T12:43:04.904Z,LINKUSDC,vwap_pullback,14.02633232,32000,4800,8000,0,0,94208.05248136735,4656,MAX_POSITION
2025-12-05T12:43:04.979Z,USDCHF,vwap_pullback,0.8045036999999999,32000,4800,8000,0,0,175752.16400910835,4656,MAX_POSITION
2025-12-05T12:43:06.126Z,LINKUSDT,vwap_pullback,14.049485449999999,32000,4800,8000,0,0,86031.85022101317,4656,MAX_POSITION
2025-12-05T12:43:06.707Z,XXRPZCAD,mean_reversion,2.8932403499999997,32000,4800,8000,0,0,87360.00000000087,4656,MAX_POSITION
