timestamp,elapsedMinutes,phase,feedLatencyMs,cacheWindow,vtsTradeCount,paperTradeCount,openPositions,avgCWQI,avgNGC,avgDI,avgGSI,adaptiveRelevanceVariance,cacheHitRate,riskPerTrade,maxExposure,dynamicSlots,tradingActive
2025-12-29T13:03:49.414Z,41.3,B_PAPER,4614,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:04:04.383Z,41.5,B_PAPER,3875,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:04:19.344Z,41.8,B_PAPER,9340,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:04:34.404Z,42,B_PAPER,3673,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:04:49.288Z,42.3,B_PAPER,5071,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:05:04.345Z,42.5,B_PAPER,3681,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:05:19.365Z,42.8,B_PAPER,4766,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:05:34.345Z,43,B_PAPER,11170,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:05:49.349Z,43.3,B_PAPER,4740,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:06:04.351Z,43.5,B_PAPER,3810,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:06:19.444Z,43.8,B_PAPER,4954,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:06:34.417Z,44,B_PAPER,3761,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:06:49.330Z,44.3,B_PAPER,14809,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:07:04.362Z,44.5,B_PAPER,3664,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:07:19.332Z,44.8,B_PAPER,4768,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:07:34.366Z,45,B_PAPER,3676,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:07:49.343Z,45.3,B_PAPER,5356,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:08:04.347Z,45.5,B_PAPER,11135,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
2025-12-29T13:08:19.332Z,45.8,B_PAPER,4801,200,600,1,41,0.659,0.736,0.713,0.5,0.0013,0.85,3.5,100,8,true
